SeriesCode,Topic,IndicatorName,LongDefinition,Periodicity,Source,LicenseType
SE.SEC.CUAT.UP.FE.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.CUAT.UP.MA.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.CUAT.UP.ZS,Education: Outcomes,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed upper secondary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.DURS,Education: Outcomes,"Secondary education, duration (years)",Secondary duration refers to the number of grades (years) in secondary school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.ENRL.LO.TC.ZS,Education: Inputs,"Pupil-teacher ratio, lower secondary",Lower secondary school pupil-teacher ratio is the average number of pupils per teacher in lower secondary school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, secondary",Secondary school pupil-teacher ratio is the average number of pupils per teacher in secondary school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.ENRL.UP.TC.ZS,Education: Inputs,"Pupil-teacher ratio, upper secondary",Upper secondary school pupil-teacher ratio is the average number of pupils per teacher in upper secondary school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.FE.ZS,Education: Inputs,"Trained teachers in secondary education, female (% of female teachers)",Trained teachers in secondary education are the percentage of secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.LO.FE.ZS,Education: Inputs,"Trained teachers in lower secondary education, female (% of female teachers)",Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.LO.MA.ZS,Education: Inputs,"Trained teachers in lower secondary education, male (% of male teachers)",Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.LO.ZS,Education: Inputs,Trained teachers in lower secondary education (% of total teachers),Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.MA.ZS,Education: Inputs,"Trained teachers in secondary education, male (% of male teachers)",Trained teachers in secondary education are the percentage of secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.UP.FE.ZS,Education: Inputs,"Trained teachers in upper secondary education, female (% of female teachers)",Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.UP.MA.ZS,Education: Inputs,"Trained teachers in upper secondary education, male (% of male teachers)",Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.UP.ZS,Education: Inputs,Trained teachers in upper secondary education (% of total teachers),Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.TCAQ.ZS,Education: Inputs,Trained teachers in secondary education (% of total teachers),Trained teachers in secondary education are the percentage of secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.UNER.LO.FE.ZS,Education: Participation,"Adolescents out of school, female (% of female lower secondary school age)",Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.UNER.LO.MA.ZS,Education: Participation,"Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.SEC.UNER.LO.ZS,Education: Participation,Adolescents out of school (% of lower secondary school age),Adolescents out of school are the percentage of lower secondary school age adolescents who are not enrolled in school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.BA.FE.ZS,Education: Outcomes,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.BA.MA.ZS,Education: Outcomes,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.BA.ZS,Education: Outcomes,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.DO.FE.ZS,Education: Outcomes,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.DO.MA.ZS,Education: Outcomes,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.DO.ZS,Education: Outcomes,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.MS.FE.ZS,Education: Outcomes,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.MS.MA.ZS,Education: Outcomes,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.MS.ZS,Education: Outcomes,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.ST.FE.ZS,Education: Outcomes,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.ST.MA.ZS,Education: Outcomes,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.CUAT.ST.ZS,Education: Outcomes,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.ENRL.TC.ZS,Education: Inputs,"Pupil-teacher ratio, tertiary",Tertiary school pupil-teacher ratio is the average number of pupils per teacher in tertiary school.,Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.ENRR,Education: Participation,"School enrollment, tertiary (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.ENRR.FE,Education: Participation,"School enrollment, tertiary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SE.TER.ENRR.MA,Education: Participation,"School enrollment, tertiary, male (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Tertiary education, whether or not to an advanced research qualification, normally requires, as a minimum condition of admission, the successful completion of education at the secondary level.",Annual,UNESCO Institute for Statistics (http://uis.unesco.org/),CC BY-4.0
SG.DMK.SRCR.FN.ZS,Gender: Public life & decision making,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",Proportion of women ages 15-49 years (married or in union) who make their own decision on all three selected areas i.e. can say no to sexual intercourse with their husband or partner if they do not want; decide on use of contraception; and decide on their own health care. Only women who provide a “yes” answer to all three components are considered as women who “make her own decisions regarding sexual and reproductive”.,Annual,Demographic and Health Surveys compiled by United Nations Population Fund,CC BY-4.0
SG.GEN.PARL.ZS,Gender: Public life & decision making,Proportion of seats held by women in national parliaments (%),Women in parliaments are the percentage of parliamentary seats in a single or lower chamber held by women.,Annual,Inter-Parliamentary Union (IPU) (www.ipu.org).,CC BY-4.0
SG.NOD.CONS,Gender: Public life & decision making,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),"Nondiscrimination clause mentions gender in the constitution is whether there is a nondiscrimination clause in the constitution which mentions gender. For the answer to be “Yes,” the constitution must use either the word discrimination or the word nondiscrimination or even when there is a “clawback” provision granting exceptions to the nondiscrimination clause for certain areas of the law, such as inheritance, family and customary law. The answer is “No” if there is no nondiscrimination provision, or the nondiscrimination language is present in the preamble but not in an article of the constitution, or there is a provision that merely stipulates that the sexes are equal, or the sexes have equal rights and obligations. The answer is ""N/A"" if there is no nondiscrimination provision.",Annual,"World Bank: Women, Business and the Law.",CC BY-4.0
SG.TIM.UWRK.FE,Gender: Participation & access,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","The average time women spend on household provision of services for own consumption. Data are expressed as a proportion of time in a day. Domestic and care work includes food preparation, dishwashing, cleaning and upkeep of a dwelling, laundry, ironing, gardening, caring for pets, shopping, installation, servicing and repair of personal and household goods, childcare, and care of the sick, elderly or disabled household members, among others.",Annual,National statistical offices or national database and publications compiled by United Nations Statistics Division,CC BY-4.0
SG.TIM.UWRK.MA,Gender: Participation & access,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","The average time men spend on household provision of services for own consumption.  Data are expressed as a proportion of time in a day. Domestic and care work includes food preparation, dishwashing, cleaning and upkeep of a dwelling, laundry, ironing, gardening, caring for pets, shopping, installation, servicing and repair of personal and household goods, childcare, and care of the sick, elderly or disabled household members, among others.",Annual,National statistical offices or national database and publications compiled by United Nations Statistics Division,CC BY-4.0
SG.VAW.1549.ZS,Gender: Health,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),"Proportion of women subjected to physical and/or sexual violence in the last 12 months is the percentage of ever partnered women age 15-49 who are subjected to physical violence, sexual violence or both by a current or former intimate partner in the last 12 months.",Annual,United Nations Statistics Division (UNSD),CC BY-4.0
SH.ALC.PCAP.FE.LI,Health: Risk factors,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.ALC.PCAP.LI,Health: Risk factors,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.ALC.PCAP.MA.LI,Health: Risk factors,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","Total alcohol per capita consumption is defined as the total (sum of recorded and unrecorded alcohol) amount of alcohol consumed per person (15 years of age or older) over a calendar year, in litres of pure alcohol, adjusted for tourist consumption.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.ANM.ALLW.ZS,Health: Nutrition,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.,Annual,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/gho/data/node.main.1?lang=en).",CC BY-4.0
SH.DYN.AIDS.ZS,Health: Risk factors,"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.,Annual,UNAIDS estimates.,CC BY-4.0
SH.DYN.MORT,Health: Mortality,"Mortality rate, under-5 (per 1,000 live births)","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.",Annual,"Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",CC BY-4.0
SH.DYN.MORT.FE,Health: Mortality,"Mortality rate, under-5, female (per 1,000 live births)","Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.",Annual,"Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",CC BY-4.0
SH.DYN.MORT.MA,Health: Mortality,"Mortality rate, under-5, male (per 1,000 live births)","Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.",Annual,"Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",CC BY-4.0
SH.DYN.NCOM.FE.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.DYN.NCOM.MA.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.DYN.NCOM.ZS,Health: Mortality,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.DYN.NMRT,Health: Mortality,"Mortality rate, neonatal (per 1,000 live births)","Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.",Annual,"Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",CC BY-4.0
SH.FPL.SATM.ZS,Health: Reproductive health,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Demand for family planning satisfied by modern methods refers to the percentage of married women ages 15-49 years whose need for family planning is satisfied with modern methods.,Annual,Demographic and Health Surveys (DHS).,CC BY-4.0
SH.H2O.BASW.RU.ZS,Health: Disease prevention,"People using at least basic drinking water services, rural (% of rural population)","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.H2O.BASW.UR.ZS,Health: Disease prevention,"People using at least basic drinking water services, urban (% of urban population)","The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.H2O.BASW.ZS,Health: Disease prevention,People using at least basic drinking water services (% of population),"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.H2O.SMDW.RU.ZS,Health: Disease prevention,"People using safely managed drinking water services, rural (% of rural population)","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.H2O.SMDW.UR.ZS,Health: Disease prevention,"People using safely managed drinking water services, urban (% of urban population)","The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.H2O.SMDW.ZS,Health: Disease prevention,People using safely managed drinking water services (% of population),"The percentage of people using drinking water from an improved source that is accessible on premises, available when needed and free from faecal and priority chemical contamination. Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.HIV.1524.FE.ZS,Health: Risk factors,"Prevalence of HIV, female (% ages 15-24)","Prevalence of HIV, female is the percentage of females who are infected with HIV. Youth rates are as a percentage of the relevant age group.",Annual,UNAIDS estimates.,CC BY-4.0
SH.HIV.1524.MA.ZS,Health: Risk factors,"Prevalence of HIV, male (% ages 15-24)","Prevalence of HIV, male is the percentage of males who are infected with HIV. Youth rates are as a percentage of the relevant age group.",Annual,UNAIDS estimates.,CC BY-4.0
SH.HIV.INCD.ZS,Health: Risk factors,Incidence of HIV (% of uninfected population ages 15-49),Number of new HIV infections among uninfected populations ages 15-49 expressed per 100 uninfected population in the year before the period.,Annual,UNAIDS estimates.,CC BY-4.0
SH.IMM.HEPB,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)","Child immunization rate, hepatitis B is the percentage of children ages 12-23 months who received hepatitis B vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized after three doses.",Annual,WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,CC BY-4.0
SH.IMM.IDPT,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)","Child immunization, DPT, measures the percentage of children ages 12-23 months who received DPT vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against diphtheria, pertussis (or whooping cough), and tetanus (DPT) after receiving three doses of vaccine.",Annual,WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,CC BY-4.0
SH.IMM.MEAS,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)","Child immunization, measles, measures the percentage of children ages 12-23 months who received the measles vaccination before 12 months or at any time before the survey. A child is considered adequately immunized against measles after receiving one dose of vaccine.",Annual,WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,CC BY-4.0
SH.MED.NUMW.P3,Health: Health systems,"Nurses and midwives (per 1,000 people)","Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.",Annual,"World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",CC BY-4.0
SH.MED.PHYS.ZS,Health: Health systems,"Physicians (per 1,000 people)",Physicians include generalist and specialist medical practitioners.,Annual,"World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",CC BY-4.0
SH.MLR.INCD.P3,Health: Risk factors,"Incidence of malaria (per 1,000 population at risk)","Incidence of malaria is the number of new cases of malaria in a year per 1,000 population at risk.",Annual,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/ghodata/).",CC BY-4.0
SH.PRV.SMOK.FE,Health: Risk factors,"Smoking prevalence, females (% of adults)","Prevalence of smoking, female is the percentage of women ages 15 and over who currently smoke any tobacco product on a daily or non-daily basis. It excludes smokeless tobacco use. The rates are age-standardized.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.PRV.SMOK.MA,Health: Risk factors,"Smoking prevalence, males (% of adults)","Prevalence of smoking, male is the percentage of men ages 15 and over who currently smoke any tobacco product on a daily or non-daily basis. It excludes smokeless tobacco use. The rates are age-standardized.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.STA.AIRP.FE.P5,Health: Mortality,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.STA.AIRP.MA.P5,Health: Mortality,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)","Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.STA.AIRP.P5,Health: Mortality,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",CC BY-4.0
SH.STA.BASS.RU.ZS,Health: Disease prevention,"People using at least basic sanitation services, rural (% of rural population)","The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.STA.BASS.UR.ZS,Health: Disease prevention,"People using at least basic sanitation services, urban (% of urban population)","The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.STA.BASS.ZS,Health: Disease prevention,People using at least basic sanitation services (% of population),"The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",Annual,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",CC BY-4.0
SH.STA.BFED.ZS,Health: Nutrition,Exclusive breastfeeding (% of children under 6 months),Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.,Annual,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.",CC BY-4.0
SH.STA.BRTC.ZS,Health: Reproductive health,Births attended by skilled health staff (% of total),"Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.",Annual,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.",CC BY-4.0
SH.STA.FGMS.ZS,Health: Risk factors,Female genital mutilation prevalence (%),Percentage of women aged 15–49 who have gone through partial or total removal of the female external genitalia or other injury to the female genital organs for cultural or other non-therapeutic reasons.,Annual,UNICEF Childinfo (childinfo.org).,CC BY-4.0
